"id","judul_bab","file","textpreprocessing"
"248","Hadis Tentang Penyakit dan Obat","25. Hadis Tentang Penyakit dan Obat/4.txt","riwayat abu hurairah radliallahu anhu kata nabi shallallahu alaihi wassalam sabda adwaa yakin ada tular sakit ada thiyarah anggap sial hingga jadi amal ada hammah yakin jahiliyah reinkarnasi tidak ada pula safar anggap bulan safar bulan haram keramat lari kusta bagaimana engkau lari harimau hr imam albukhari"
"249","Hadis Tentang Penyakit dan Obat","25. Hadis Tentang Penyakit dan Obat/5.txt","riwayat abbas radliallahu anhu kata terapi obat ada tiga cara minum madu bekam kay tempel besi panas daerah luka aku larang umat obat kay hadits di rafak dinisbatkan langsung nabi shallallahu alaihi wassalam hr imam albukhari"
"250","Hadis Tentang Penyakit dan Obat","25. Hadis Tentang Penyakit dan Obat/6.txt","riwayat abu hurairah radliallahu anhu dia dengar rasulullah shallallahu alaihi wassalam sabda habbatus sauda jintan hitam dapat obat segala jenis sakit hanya saam mati ibnu syihab kata maksud saam maut habbatus sauda pohon syuuniiz hr imam albukhari"
"251","Hadis Tentang Keistimewaan Nabi dan Umatnya","26. Hadis Tentang Keistimewaan Nabi dan Umatnya/1.txt","riwayat ibnu abbas radliallahu anhuma kata rasulullah shallallahu alaihi wassalam manusia paling lembut utama bulan ramadhan malaikat jibrilalaihis salam temu kemudian jibrilalaihis salam datang malam bulan ramadhan mana jibrilalais salam ajar alquran sungguh rasulullah shallallahu alaihi wassalam jauh lebih lembut baik angin embus hr imam albukhari"
"252","Hadis Tentang Keistimewaan Nabi dan Umatnya","26. Hadis Tentang Keistimewaan Nabi dan Umatnya/2.txt","riwayat abu hurairah kata kasih rasulullah shallallahu alaihi wassalam wasiat kepada aku laksana puasa tiga hari tiap bulan diri shalat sunnah duha rakaat shalat sunnah witir aku tidur hr imam albukhari"
"253","Hadis Tentang Keistimewaan Nabi dan Umatnya","26. Hadis Tentang Keistimewaan Nabi dan Umatnya/3.txt","riwayat ibnu abbas abu bakar keluar mana hari telah wafat rasulullah shallallahu alaihi wassalam abu bakar keluar tepat umar sedang bicara orang banyak abu bakar kata umar duduk umar peduli lalu abu bakar kata duduk umar tetap peduli akhir abu bakar saksi wafat nabi shallallahu alaihi wassalam orangorang kumpul kepada tinggal umar lalu abu bakar kata kemudian barang siapa kalian sembah nabi muhammad shallallahu alaihi wassalam sungguh nabi muhammad shallallahu alaihi wassalam sekarang wafat barang siapa kalian sembah allah sungguh allah maha hidup pernah mati allah azza wajalla firman surat ali imran ayat muhammad hanya orang rasul belum lalu beberapa rasul jika dia wafat bunuh kamu balik belakang murtad barang siapa balik belakang ia tidak rugi allah sedikit allah akan beri balas orang syukur allah seakanakan orangorang pernah tahu allah turun ayat sebut abu bakar baca akhir orangorang paham tidak satu orang dengar wafat nabi pasti baca ayat sebut hr imam albukhari"
"254","Hadis Tentang Keistimewaan Nabi dan Umatnya","26. Hadis Tentang Keistimewaan Nabi dan Umatnya/4.txt","riwayat jabir bin abdullah radliallahu anhuma kata tatkala gali parit tahan khandaq sedang laksana aku lihat rasulullah shallallahu alahi wassalam ada lapar aku istri tanya kepada engaku punya makan aku lihat rasulullah shallallahu alaihi wassalam sedang lapar keluar suatu karung dalam dapat satu sha gandum samping punya ekor anak kambing lalu aku sembelih kambing sementara istri buat adon tepung aku selesai kerja kerja aku lalu memotongmotong kecil daging kambing sebut aku masuk dalam periuk aku pergi temu rasulullah shallallahu alaihi wassalam sahabat beliau aku langsung temu beliau bisik kepada wahai rasulullah aku sembelih ekor anak kambing milik istri buat adon gantang gandum milik sudi kira datang bersamasama beberapa orang sahabat rasulullah shallallahu alaihi wassalam teriak hai gali khandaq jabir buat hidang kalian semua mari makan bersamasama rasulullah shallallahu alaihi wassalam lalu kata jabir jangan kamu turun periuk jangan kamu masak adon roti aku datang kemudian aku pulang lama kemudian rasulullah datang dahulu para sahabat aku temu istri kata bagaimana engkau bagaimana engkau aku laku apa engkau pesan kepada aku keluar adon roti kami kemudian nabi ludah adon itu beri berkah itu beliau tuju periuk tempat masak kambing beliau ludah doa berkah kepada itu beliau kata kepada istri panggilah tukang roti untuk bantu masak isi gulai mangkuk langsung kuali sekalikali jangan kamu turun periuk kala itu para sahabat semua jumlah ribu orang allah semua turut makan telah itu mereka pergi periuk kami tetap penuh isi mula adon masih seperti mula hr imam albukhari"
"255","Hadis Tentang Keistimewaan Nabi dan Umatnya","26. Hadis Tentang Keistimewaan Nabi dan Umatnya/5.txt","riwayat alaswad bin yazid kata aku tanya aisyah radliallahu anha kena apa yang laku nabi shallallahu alaihi wassalam dalam rumah ia jawab beliau turut bantu kerja keluarga bila beliau dengar azan beliau keluar hr imam albukhari"
"256","Hadis Tentang Keistimewaan Nabi dan Umatnya","26. Hadis Tentang Keistimewaan Nabi dan Umatnya/6.txt","riwayat malik bin shashaah radliallahu anhuma kata nabi shallallahu alaihi wassalam sabda aku ada sisi baitullah alam ada tidur sadar kemudian beliau sebut orang lakilaki antara lakilaki datang kepada bawa baskom buat emas penuh hikmah iman lalu orang belah badan atas dada hingga bawah perut lalu cuci perut air zamzam kemudian isi hikmah iman kemudian aku beri ekor hewan tunggang putih lebih kecil baghal lebih besar banding keledai nama alburaq aku berangkat sama jibrilalahissalam hingga langit dunia lalu tanya siapa jibril jawab jibril tanya siapa orang sama jibril jawab muhammad tanya apakah utus jibril jawab kata selamat datang sebaikbaik orang datang tiba kemudian aku temu adamalaihis salam beri salam kepada lalu kata ucap selamat datang bagi anak turun nabi kemudian naik langit dua lalu tanya siapa jibril jawab jibril tanya siapa orang sama jibril jawab muhammad tanya apakah utus jibril jawab kata selamat datang bagi sebaikbaiknya datang orang datang lalu aku temu isa yahya alaihimas salam lalu dua kata selamat datang bagi saudara nabi kemudian naik langit tiga lalu tanya siapa jibril jawab jibril tanya siapa orang sama jibril jawab muhammad tanya apakah utus jibril jawab maka kata selamat datang bagi sebaikbaiknya datang orang datang lalu aku temu yusuf alaihis salam beri salam kepada lalu kata selamat datang bagi saudara nabi kemudian naik langit empat lalu tanya siapa jibril jawab jibril tanya siapa orang sama jibril jawab muhammad tanya apakah utus jibril jawab maka kata selamat datang bagi sebaikbaik datang orang datang lalu aku temu idris alaihis salam beri salam kepada lalu kata selamat datang bagi saudara nabi kemudian naik langit lima lalu tanya siapa jibril jawab jibril tanya siapa orang sama jibril jawab muhammad tanya apakah utus jibril jawab maka kata selamat datang bagi sebaikbaiknya datang orang datang lalu aku temu harun alaihis salam beri salam kepada lalu kata selamat datang bagi saudara nabi kemudian naik langit enam lalu tanya siapa jibril jawab jibril tanya siapa orang sama jibril jawab muhammad tanya apakah telah utus jibril jawab maka kata selamat datang bagi ini sebaikbaiknya datang orang datang kemudian aku temu musa alaihis salam beri salam kepada lalu kata selamat datang bagi saudara nabi aku selesai tibatiba menang lalu tanya kamu menang musa jawab rabb anak ini telah utus aku umat masuk surga duduk lebih utama banding siapa masuk surga umat kemudian naik langit tujuh lalu tanya siapa ini jibril jawab jibril tanya siapa orang sama jibril jawab muhammad tanya apakah telah utus jibril jawab maka kata selamat datang bagi ini sebaikbaiknya datang orang datang kemudian aku temu ibrahim ala salam beri salam kepada lalu kata selamat datang bagi saudara nabi kemudian aku tampak albaitul mamur aku tanya jibril lalu jawab ini albaitul mamur hari tujuh puluh ribu malaikat diri shalat sana mereka keluar pergi shalat satu mereka kemudian lihat kepada sidratul muntaha nyata bentuk kubah daun jendela laksana telingatelinga gajah dasar empat sungai ada dalam sebut bathinan luar zhahiran aku tanya jibril maka jawab adapun bathinan ada surga zhahiran adalah annail alfurat nama sungai di surga kemudian wajib atas shalat lima puluh kali aku terima hingga datang musa alaihis salam temu tanya apa telah kamu laku aku jawab aku wajib shalat lima puluh kali musa kata aku orang lebih tahu manusia kamu aku usaha tangan bani israil sungguhsungguh umat sanggup laksana wajib shalat maka kembali kamu rabbmu minta ringan maka aku minta ringan lalu allah beri empat puluh kali shalat lalu aku terima musa nasihat aku minta ringan kemudian jadi ulang itu nasihat musa hingga jadi tiga puluh kali lalu jadi ulang itu hingga jadi puluh kali kemudian jadi ulang hingga jadi puluh kali aku temu musa dia kata tadi hingga jadi lima waktu lalu kembali aku temu musa dia tanya apa kamu dapat aku jawab telah tetap lima waktu dia kata tadi aku kata aku telah terima baik tibatiba ada suara yang seru sungguh aku telah putus wajib dari ini aku telah ringan buat hambahambaku dan aku akan balas satu baik shalat puluh balas pahala hr imam albukhari"
"257","Hadis Tentang Keistimewaan Nabi dan Umatnya","26. Hadis Tentang Keistimewaan Nabi dan Umatnya/7.txt","riwayat abu saiid alkhudzri kata rasulullah shallallahu alaihi wassalam sabda nabi nuh datang hari kiamat lantas tanya sudah kamu sampai kemudian jawab benar tuhan umat kemudian tanya dia memang benar sampai dakwah kalian akan jawab ada orang beri ingat kita lantas allah tanya siapa jadi saksi nabi nuh kemudian jawab muhammad umat kemudian kalian datang kalian saksi kemudian rasulullah shallallahu alaihi wassalam baca ayat demikian jadi kamu umat islam umat adil pilih kamu jadi saksi atas buat manusia agar rasul muhammad jadi saksi atas buat kamu kami tetap kiblat jadi kiblat sekarang agar kami tahu nyata siapa ikut rasul siapa belot sungguh pindah kiblat asa berat bagi orangorang telah beri tunjuk allah allah akan menyianyiakan iman sungguh allah maha asih maha sayang manusia hr imam albukhari"
"258","Hadis Tentang Pemimpin","27. Hadis Tentang Pemimpin/1.txt","riwayat furat alqazzaz kata aku dengar abu hazim kata aku hidup damping abu hurairah radliallahu anhu lama lima tahun aku dengar cerita nabi shallallahu alaihi wassalam sabda bani israil hidup selalu damping nabi bila satu nabi tinggal dunia bangkit nabi telah sungguh ada nabi tinggal aku ada khalifah banyak jumlah para sahabat tanya apa baginda perintah kami beliau jawab penuh baiat khalifah pertama lebih angkat beri hak karena allah tanya perintah mereka hr imam albukhari"
"259","Hadis Tentang Pemimpin","27. Hadis Tentang Pemimpin/2.txt","riwayat ali radliallahu anhu kata nabi shallallahu alaihi wassalam suatu kali kirim buah ekspedisi militer sariyyah beliau angkat orang lakilaki anshar komando sekaligus beliau perintah taat lanjut si lakilaki anshar jadi emosi kata bukankah nabi perintah kalian taat kepada benar jawab anggota sang komandan kemudian kata kalau kumpul kayu bakar untuk pun laksana terus instruksi sekarang nyala api pun nyala terus sekarang masuk kalian api dan bagi cegah bagi lain ujar awas dahulu temu nabi shallallahu alaihi wassalam rangka hindar api terus dengung ingat hingga api padam kemudian sang komandan jadi reda emosi berita sampai nabi shallallahu alaihi wassalam beliau sabda kalau masuk niscaya tak bakal keluar hingga kiamat tiba sungguh taat laku baik semata hr imam albukhari"
"260","Hadis Tentang Mimpi","28. Hadis Tentang Mimpi/1.txt","riwayat abu qatadah ia kata nabi shallallahu alaihi wassalam sabda mimpi baik asal allah mimpi buruk syaitan bila orang kalian alami mimpi buruk takut hendak ludah arah kiri hendak minta lindung allah keburu mimpi dengan mimpi tidak bahaya hr imam albukhari"
"261","Hadis Tentang Mimpi","28. Hadis Tentang Mimpi/2.txt","riwayat abu hurairah kata aku dengar nabi shallallahu alaihi wassalam sabda beri nama nama jangan denga juluk barang siapa lihat mimpi sungguh benarbenar lihat syaitan sanggup rupa bentuk barang siapa dusta hadap hendak siap tempat duduk nerakahr imam albukhari"
"262","Hadis Tentang Mimpi","28. Hadis Tentang Mimpi/3.txt","riwayat abu hurairah tutur rasulullah shallalahu alaihi wassalam sabda nabi akan lagi hanya berita gembira sahabat kemudian tanya apa maksud kabar gembira nai shallallahu alaihi wassalam jawab mimpi baik hr imam albukhari"
"263","Hadis Tentang Mimpi","28. Hadis Tentang Mimpi/4.txt","riwayat abu hurairah kata aku dengar nabi shallallahu alaihi wassalam sabda barang siapa lihat ada tidur seakanakan lihat ada jaga syaitan bisa rupa hr imam albukhari"
"264","Hadis Tentang Mimpi","28. Hadis Tentang Mimpi/5.txt","riwayat anas radliallahu anhu kata nabi shallallahu alaihi wassalam sabda siapa yang lihat mimpi arti telah benarbenar lihat syaitan bisa jelma seperti mimpi orang mukmin bagi empat puluh enam bagi nabi hr imam albukhari"
"265","Hadis Tentang Mimpi","28. Hadis Tentang Mimpi/6.txt","riwayat ibnu umar kata aku dengar rasulullah shallallahu alaihi wassalam sabda aku tidur aku mimpi beri gelas susu lalu aku minum hingga aku lihat pandang bagus keluar kuku kemudian aku ikan sisa sahabat mulia umar bin alkhaththab orangorang tanya apa takwil wahai rasulullah beliau jawab ilmu hr imam albukhari"
"266","Hadis Tentang Mimpi","28. Hadis Tentang Mimpi/7.txt","riwayat abu said alkhudri kata rasulullah shallallahu alaihi wassalam sabda aku tidur aku mimpi lihat orangorang hadap kepada kena baju antara buah dada ada yang kurang hadap kepada umar bin alkhaththab dia kena baju seret sahabat kemudian tanya kepada nabi apa maksud demikian engkau rasulullah beliau shallallahu alaihi wassalam jawab itu adalah urus addin agama hr imam albukhari"
"267","Hadis Tentang Mimpi","28. Hadis Tentang Mimpi/8.txt","riwayat abu hurairah kata rasulullah shallallahu alaihi wassalam sabda zaman makin dekat mimpi orang mukmin nyaris bohong mimpi orang mukmin salah satu bagi empat puluh bagi nabi apa asal nabi tidak dusta hr imam albukhari"
"268","Hadis Tentang Mimpi","28. Hadis Tentang Mimpi/9.txt","riwayat ibnu abbas nabi shallallahu alaihi wassalam beliau sabda barang siapa nyata diri mimpi padahal paksa satu biji gandum da tak bisa laku barang siapa curi dengar bicara sauatu kaum padahal suka telah singkir hindar telinga alir cair tembaga hari kiamat barang siapa gambar ia akan siksa paksa hidup padahal tidak mampu hr imam albukhari"
"269","Hadis Tentang Mimpi","28. Hadis Tentang Mimpi/10.txt","riwayat abu qatadah berakata sunggu aku pernah mimpi jadi diri sakit hingga aku dengar nabi shallallahu alaihi wassalam sabda mimpi baik asal allah jika salah orang antara kalian mimpi suka jangan cerita orang suka siapa mimpi suatu suka hendak minta lindung allah jahat dari jahat syaitan da hendak ludah tiga kali jangan cerita kepada orang sebab yang demikian bahaya hr imam albukhari"
"270","Hadis Tentang Hak dan Kasih Sayang","29. Hadis Tentang Hak dan Kasih Sayang/1.txt","riwayat muadz bin jabal radiallahuanhu berkataketika bonceng nabi shallallahualaihi wassalam tengah dua hanya kursi kecil atas pelana beliau bersabdawahai muadz bin jabal aku menjawabya wahai rasulullah penuh panggil kemudian jalan saat lalu beliau bertanyawahai muadz bin jabal aku menjawabya wahai rasulullah penuh panggil kemudian beliau jalan saat kembai beliau bertanyawahai muadz bin jabal aku menjawabya wahai rasulullah penuh panggil beliau bersabdaapakah engkau tahu apa hak allah atas hamba aku menjawaballah rasul lebih tahu beliau kemudian bersabdahak allah atas hamba agar ibadah kepada semata tuku denga suatu apa kemudian beliau tidak jalan saat berseruwahai muaadz bin jabal aku menjawabya wahai rasulullah penuh panggil beliau kemudian bersabdaapakah engkau tahu hak hamba atas allah mereka laku aku menjawaballah rasul yang lebih tahu belian kemudian bersabdahak hamba atas allah dia tidak akan siksa merekahrimam albukhari"
"271","Hadis Tentang Hak dan Kasih Sayang","29. Hadis Tentang Hak dan Kasih Sayang/2.txt","riwayat umar binkhattab radiallahu anhu berkatarasulullah shallallahu alaihi wassalam pernah oleh beberapa orang tawan perang nyata tawan sebut orang perempuan biasa susu anak kecil apabila dapat anak kecil tawan sebut ambil susu lalu nabi shallallahu alaihi wassalam sabda kamimenurut kalian perempuan tega lempar api dalam api pun menjawabsesungguhnya ia tidak tega lempar anak dalam api sebut lalu beliau bersabdasungguh kasih sayang allah hamba lebih kasih sayang perempuan hadap anak hr imam albukhari"
"272","Hadis Tentang Hak dan Kasih Sayang","29. Hadis Tentang Hak dan Kasih Sayang/3.txt","riwayat abu hurairah berkatasata dengar rasulullah shallallahu alaihi wassalam bersabdaallah jadi rahmat kasih sayang jadi ratus bagi pegang sisi satu bagi muka bumi yang satu bagi ini seluruh makhluk kasih sayang sama ekor kuda angkat kaki takut anak injak oleh hr imam albukhari"
"273","Hadis Tentang Hak dan Kasih Sayang","29. Hadis Tentang Hak dan Kasih Sayang/4.txt","riwayat annuman bin basyir berkatarasulullah shallallahualaihi wassalam bersabdakamu lihat orangorang mukmin hal saling asih cita sayang bagai satu tubuh apabila salah satu anggota tubuh sakit seluruh tubuh ikut jaga panas turut rasa sakit hr imam albukhari"
"274","Hadis Tentang Hak dan Kasih Sayang","29. Hadis Tentang Hak dan Kasih Sayang/5.txt","riwayat abu hurairah radliallahuanhu kata nabi shallallahualaihi wassalam bersabdaapabila allah cinta orang hamba panggil jibrilsesungguhnya allah cinta sianu cinta jibril cinta hamba lalu jibril seru semua duduk langitsesungguhnya allah cinta sianu maka cinta sehingga seluruh duduk langit cinta hamba kemudian orang pun jadi terima duduk bumi hr imam albukhari"
"275","Hadis Tentang Hak dan Kasih Sayang","29. Hadis Tentang Hak dan Kasih Sayang/6.txt","riwayat abu hurairah radliyallahu anhu kata nabi shallallahu alaihi wassalam bersabdaallah azza wajalla berfirmanaku ada prasangka hamba aku selalu sama ingat ingat diri aku ingat diri ia ingat kumpul aku ingat kumpul lebih baik mereka ia dekat diri kepada jengkal aku dekat diri kepada hasta jika ia dekat diri kepada hasta aku dekat diri kepada depa jika datang ada jalan aku datang ada lari hr imam albukhari"
"276","Hadis Tentang Hak dan Kasih Sayang","29. Hadis Tentang Hak dan Kasih Sayang/7.txt","riwayat annuman bin basyir nabi shallallahu alaihi wassalam bersabdaperumpamaan orang tegak hukum allah orang acuh hadap bagai kelompok orang layar buah perahu lalu bagi ada bagi bawah perahu lalu ada bagi bawah perahu bila cari air minum harus lewat orangorang ada bagi atas berkataseandainya lubang perahu guna dapat air kami kami ganggu orangorang ada atas kami bila orang ada atas biar apa yang ingin semua binasa bila dapat cegah tangan mereka maka selamat semua hr imam albukhari"
"277","Hadis Tentang Hak dan Kasih Sayang","29. Hadis Tentang Hak dan Kasih Sayang/8.txt","riwayat muadz radliallahu anhu berkataaku pernah bonceng belakang nabi shallallahu alaihi wassalam atas ekor keledai beri nama uqoir lalu beliau bertanyawahai muadz tahu kamu apa hak allah atas hamba da apa hak hamba atas allah kemudian aku menjawaballah da rasul lebih tahu kemudian beluay menjawabsesungguhnya hak allah atas hamba hendak orang hamba ibadah kepada sekutu sesuatu apa hak hamba atas allah orang hamba tidak siksa lama tidak sekutu sesuatu apa lalu aku tanya kembaliwahai rasulullah boleh aku sampai kabar gembira manusia yang lain beliau menjawabjangan kamu beritahukan kepada nanti mereka hanya akan pasrah aja hr imam albukhari"
"278","Hadis Tentang Hak dan Kasih Sayang","29. Hadis Tentang Hak dan Kasih Sayang/9.txt","riwayat abu hurairah radliallahu anhu kata rasulullah shallallahu alaihi wassalam bersabdaketika allah tetap cipta makhluk tulis dalam kitab ada sisi atas alarsy isinyasesungguhnya rahmat kalah murka hr imam albukhari"
"279","Hadis Tentang Hak dan Kasih Sayang","29. Hadis Tentang Hak dan Kasih Sayang/10.txt","riwayat uqbah bin amr kata hudzaifahtidakkah kamu sedia cerita apa pernah kamu dengar rasulullah shallallahu alaihi wassalam hudzaifah jawab sungguh aku pernah dengar beliau sabda orang mati hampir dekat sudah punya harap tahan hidup wasiat keluarga nanti aku tinggal dunia kumpul kayu bakar banyak lalu nyala api kayukayu untuk bakar hingga apabila api lumat daging da hancur tulang belulang hingga jadi abu ambil kumpul abu jasad lalu lihat suatu hari angin hembus kencang kalian hanyut abu jasad ke sungai keluarga laku wasiat hari kiamat allah kumpul abu jasad lalu hidup kemudian tanya kamu laku orang jawab aku takut kepada allah ampun orang hr imam albukhari"
"280","Hadis Tentang Ujian dan Kesabaran","30. Hadis Tentang Ujian dan Kesabaran/1.txt","riwayat aisyah radiallahuanha istri nabi shallallahualaihi wassalam berkatarasulullah shallallahualaihi wassalam bila bernita hendak ada suatu jalan jauh beliau buat undi istriistri beliau bila nama orang keluar arti ikut pergi sama beliau suatu hari beliau undi namanama suatu peperangan beliau laku keluar nama hingga aku turut sama beliau turun ayat hijab aku bawa sekedup tempat dalam berangkat hingga rasulullah shallallahualaihi wassalam selesai buah peperangan sebut pulang hampir dekat daerah madinah beliau umum istirahat malam aku keluar sekedup beliau rombong henti lalu aku jalan hingga aku tinggal pasu aku selesai tunai perlu aku tuju rombong aku raba dada nyata kalung buat batu akik jatuh aku cari kalung hilang kemudian orangorang bawa tuntun onta aku tungganggi sedang duga aku ada sekedup memang masa wanita badan ringanringan berat makan daging makan hanya suap makan hingga orangorang dapat beda berat sekedup angkat wanita dalam aku wanita muda giring ontaonta jalan aku baru dapat kalung pasu lalu aku datang tempat mula rombong henti orang sana lalu aku tempat tadi henti harap rasa hilang aku lalu kembali tempat aku duduk aku rasa sangat ngantuk hingga akhir aku tidur sofwan bin almuaththal assulamiy adzdzakwan datang belakang rombong pasu hingga hampir tempat melihay tanda orang sedang tidur datang turun ayat hijab pernah lihat aku aku bangun denga sangat kaget henti hewan tungganggannya da runduk hingga aku naik tungganggannya lalu tuntun hingga dapat susul rombong mereka singgah lepas lelah siang ada puncak binasa siapa binasa orang peran sebar tuduh abdullah bin ubay bin salul tiba madinah aku derita sakit lama satu bulan orangorang mulai pengaruh berita bohonh tuduh mereka biar aku kondisi sakit aku lihat nabi shalallahualaihi wassalam lembut biasa aku dapat aku sakit beliau jenguk aku lalu beri salam lalu tanya ada beri isyarat sedang aku sadar sedikit apa sedang jadi hingga aku angsur pulih sakit aku keluar sama ummu misthah tuju tempat biasa buang hajat keluar sana malam hari jadi ambil tabir dekat rumah biasa yaitu biasa orangorang arab arab tradisional bila ada luar rumah lapang buka aku ummu misthah binti abi ruhum jalan lalu gelincir kain mengumpatcelakalah misthah aku katakansungguh buruk apa kamu ucap tadi kamu cela orang pernah ikut perang badar berkatawahai baginda putri baginda dengar apa mereka bincang lalu abar kepada berita bohong tuduh keji jadi makin tambah sakit atas sakit aku rasa aku kembali ke rumah rasulullah shallallahualaihi wassalam masuk temu lalu beri salam berkatabagaimana ada aku jawabizinkan aku pulang ke rumah orang tua aisyah berkatasaat aku cari pasti berita pihak dua orang tua rasulullah shallallahualaihi wassalam beri izin akhir aku temu dua orang tua lalu aku tanya ibukuapa sedang bicara orangorang ibu menjawabwahai ananda anggap ringan urus sedang timpa diri sunggu allah sangat jarang orang wanita tinggal sama orang suami cinta padahal punya istri istriistri lain menyebarluaskan aib aku katakansubhanallah sungguh orangorang bincang masalah aisyah berkatamaka aku lewat malam hingga pagi air mata tak tetes habis aku tidur karena hingga pagi hari rasulullah shallallahualaihi wassalam panggil ali bin abi thalib usamah bin zaid wahyu turun ajak dua musyawarah perihal rencana cerai istriistri beliau adapun usamah beri isyarat kepada denga apa tahu persis cinta rumah tangga rasulullah usama berkatakeluarga baginda wahai rasulullah allah tidak kenal baik semata ali bin abi thalib berkatawahai rasulullah allah susah baginda banyak wanitawanita selain tanya sahaya wanita benar baginda rasulullah shallallahualaihi wassalam memenggil barirah lalu berkatawahai barirah kamu lihat diri aisyah ragu kamu tentang barirah menjawabdemi zat utus baginda benar sama sekali aku pernah lihat aib diri aisyah guna bongkar aib kalaupun aku lihat pada lebih sekadar perkara kecil masih sangat muda dia pernah tidur jaga adon roti lantas hewan ternak datang makan adon sebut pada suatu hari rasulullah shallallahualaihi wassalam beridiri kemudian minta pertanggungjawaban abdullah bin ubay bin salul rasulullah shallallahualaihi wassalam berkatasiapakah bisa mengemukakakan pertanggungjawaban hadap orang dengar sakit keluarga allah aku tahu keluarga baik semata sungguh mereka menyebutnyebut seorag lakilaki maksud shofwan isu selingkuh aku kenal baik semata dia pernah datang keluarga selalu sama saad bin muadz diri lalu berkatawahai rasulullah aku balas hina buat anda orang kalang suku aus penggal batang leher anda saudarasaudara suku khazraj perintah kami kami laksana perintah baginda sebut kemudian diri saad bin ubadah pimpin suku khazraj belum dia orang saleh hari itu bawa sikap kesukuandusta kamu kamu pernah bisa bunuh bisa balas kemudian usaid bin hudhair diri berkatajustru kamu dusta kami bunuh sungguh kamu jadi munafik bela orangorang munafik jadi perang mulut suku aus khazraj hingga rasulullah shallallahualaihi wassalam masih beridir atas mimbar hingga akhir beliau turun lalu tenang mereka hingga akhir mereka diam beliau diam aku kan panjang hari hingga air mata tak bisa tetes kering aku bisa tidur karena hingga akhir dua orang tua ada sis aku menang lama malam satu hari hingga aku sangka hati janganjangan jadi pecah aisyah berkataketika dua orang tua sedang duduk dekat aku terus kang tibatiba ada orang wanita anshar minta izin masuk lalu aku ijinkan kemudian dia duduk menang sama dalam ada itu tibatiba rasulullah shallallahualaihi wassalam datang lalu duduk duduk dekat aku bagaimana saat beliau sampai apa jadi dengan belum peristiwa sudah lalu satu bulan wahyu juga turun jelas perkara timpa aisyah berkatamaka beliau saksi baca kalimat syahadat kemudian berkatawahai aisyah sungguh sampai kepada berita diri begini beinijika kamu berish salah nanti allah bersih jika kamu jatuh pada buat dosa mohon ampun allah tobat kepada orang hamba bila dia aku buat dosa lalu tobat allah akan terima tobat rasulullah shallallahualaihi wassalam selesai kalimat sampai air mata ering hingga tak rasa tetes lalu aku kata bapakkujawablah rasulullah sahlallalahualaihi wassalam aku bapak berkatademi allah aku tahu apa harus aku kata rasulullah shallallahualaihi wassalam lalu aku kata ibukujawablah rasulullah shallallahualaihi wassalam aku apa barusan beliau kata ibu menjawabdemi allah aku tahu apa harus aku kata rasulullah shallallahualaihi wassalam aisyah berkataaku orang anak perempuan masih muda aku banyak baca alquran aku katakansesungguhnya aku allah aku telah tahu kaian telah dengar apa bincang orang banyak kalian telah masuk dalam hati kalian lalu membenarkkan berita sebut anda aku kata kalian aku bersih allah dia maha tahu aku bersih kalian pasti akan benar aku anda aku aku kalian urus padahal allah maha tahu aku bersih kalian pasti benar allah aku temu antara aku kalian suatu umpama seperti ayah nabi yusuf dia berkatabersabarlah sabar baik allah tempat minta tolong segala kalian gambarkanqsyusuf kemudian itu aku pergi tuju tempat tidur denga harap allah akan bersih aku akan tetapi allah aku tidak duga kalau allah turun suatu wahyu urus timpa tidak pantas kalau alquran turun bicara masalah ini tetapi aku harap rasulullah shallallahualaihi wassalam dapat wahyu lewat mimpi allah bersih diri allah beliau meunuju majelis da pula ahlul bait keluar hingga turun wahyu beliau beliau terima wahyu sebut bagaimana beliau biasa terima dalam ada demam sangat berat cucur keringat selesai wahyu turun beliau nampak beliau tertawa kalimat pertama beliau ucap saat liau kata kepadakuwahai aisyah puji allah sungguh allah telah bersih kamu lalu ibu kata kepadakubangkitlah temu rasulullah aku kata ibukudemi allah aku tidak akan beridir temu da tidak akan aku puji siapa selain allah taala allah turun ayatsesungguhnya orangorang sebar berita bohong di antara kalian adalah masih golong kalian juga jangan kalian duga keburu bahkan dia rupa baik buat kalianqsannur ketika turun ayat ini jelas lepas diri dari segala tuduh abu bakar ashshiddiq radliallahuanhu selalu anggung hidup misthah bi utsatsah memang masih kerabat berkatademi allah ini aku tidak akan beri nafkah misthah lama karena dia sudah ikut sebar berita bohong aisyah kemudain allah turun ayatdan jangan orangorang milik lebih kelapanga di antara kalian sumpah untuk tidak lagi beri hingga ayat allah maha kam lagi maha penyayangqsannur abu bakar berkataya demi allah sungguh aku sangat ingin bila allah ampun abu bakar kembali beri nafkah misthah bagaimana belum rasulullah shallallahualaihi wassalam tanya zainab binti jahsy masalah aku rata berkatawahai zainab apa yang kamu tahu dan apa dapat zainab berkatawahai rasulullah aku jaga dengar dan lihat demi allah aku tidak tahu dia lain baik aisyah kemudian berkatapadahal zainab orang sebelumya rasa lebih mulia aku yang kemudian allah jaga dengan kewaraanhr imam albukhari"
